,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
203,2008,1,3,4,1838.0,1800,1930.0,1855,WN,2730,N273WN,52.0,55.0,32.0,35.0,38.0,LAS,ONT,197,3.0,17.0,0,N,0,0.0,0.0,0.0,0.0,35.0
204,2008,1,3,4,1358.0,1330,1449.0,1425,WN,3070,N660SW,51.0,55.0,37.0,24.0,28.0,LAS,ONT,197,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,20.0
205,2008,1,3,4,1757.0,1655,108.0,25,WN,156,N466WN,251.0,270.0,237.0,43.0,62.0,LAS,ORF,2155,4.0,10.0,0,N,0,13.0,0.0,0.0,0.0,30.0
206,2008,1,3,4,1816.0,1755,2022.0,2015,WN,700,N678AA,126.0,140.0,112.0,7.0,21.0,LAS,PDX,762,4.0,10.0,0,N,0,,,,,
208,2008,1,3,4,1328.0,1255,1549.0,1520,WN,2354,N258WN,141.0,145.0,106.0,29.0,33.0,LAS,PDX,762,22.0,13.0,0,N,0,24.0,0.0,0.0,0.0,5.0
209,2008,1,3,4,2134.0,2040,2343.0,2300,WN,2550,N608SW,129.0,140.0,112.0,43.0,54.0,LAS,PDX,762,3.0,14.0,0,N,0,12.0,0.0,0.0,0.0,31.0
210,2008,1,3,4,1127.0,1045,1856.0,1835,WN,1285,N435WN,269.0,290.0,245.0,21.0,42.0,LAS,PHL,2176,5.0,19.0,0,N,0,18.0,0.0,0.0,0.0,3.0
211,2008,1,3,4,1720.0,1700,41.0,45,WN,1843,N484WN,261.0,285.0,244.0,-4.0,20.0,LAS,PHL,2176,4.0,13.0,0,N,0,,,,,
213,2008,1,3,4,712.0,705,932.0,915,WN,243,N228WN,80.0,70.0,49.0,17.0,7.0,LAS,PHX,256,7.0,24.0,0,N,0,0.0,0.0,10.0,0.0,7.0
214,2008,1,3,4,1327.0,1320,1533.0,1530,WN,287,N747SA,66.0,70.0,50.0,3.0,7.0,LAS,PHX,256,5.0,11.0,0,N,0,,,,,
215,2008,1,3,4,1817.0,1810,2016.0,2015,WN,504,N338SW,59.0,65.0,47.0,1.0,7.0,LAS,PHX,256,4.0,8.0,0,N,0,,,,,
216,2008,1,3,4,1807.0,1740,2011.0,1950,WN,559,N603SW,64.0,70.0,49.0,21.0,27.0,LAS,PHX,256,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,19.0
217,2008,1,3,4,1712.0,1545,1914.0,1750,WN,668,N221WN,62.0,65.0,48.0,84.0,87.0,LAS,PHX,256,4.0,10.0,0,N,0,6.0,0.0,0.0,0.0,78.0
219,2008,1,3,4,1134.0,1110,1343.0,1315,WN,781,N378SW,69.0,65.0,46.0,28.0,24.0,LAS,PHX,256,8.0,15.0,0,N,0,9.0,0.0,4.0,0.0,15.0
222,2008,1,3,4,2156.0,2110,2353.0,2310,WN,1403,N258WN,57.0,60.0,43.0,43.0,46.0,LAS,PHX,256,5.0,9.0,0,N,0,2.0,0.0,0.0,0.0,41.0
223,2008,1,3,4,2140.0,2040,2334.0,2240,WN,1682,N281WN,54.0,60.0,40.0,54.0,60.0,LAS,PHX,256,3.0,11.0,0,N,0,2.0,0.0,0.0,0.0,52.0
225,2008,1,3,4,1521.0,1450,1725.0,1655,WN,2726,N777QC,64.0,65.0,46.0,30.0,31.0,LAS,PHX,256,5.0,13.0,0,N,0,16.0,0.0,0.0,0.0,14.0
226,2008,1,3,4,2100.0,1945,2255.0,2150,WN,2991,N752SW,55.0,65.0,43.0,65.0,75.0,LAS,PHX,256,4.0,8.0,0,N,0,48.0,0.0,0.0,0.0,17.0
227,2008,1,3,4,1657.0,1630,1905.0,1845,WN,3517,N487WN,68.0,75.0,49.0,20.0,27.0,LAS,PHX,256,5.0,14.0,0,N,0,2.0,0.0,0.0,0.0,18.0
228,2008,1,3,4,926.0,915,1129.0,1120,WN,3598,N790SW,63.0,65.0,44.0,9.0,11.0,LAS,PHX,256,5.0,14.0,0,N,0,,,,,
230,2008,1,3,4,1825.0,1745,114.0,50,WN,512,N794SW,229.0,245.0,210.0,24.0,40.0,LAS,PIT,1910,6.0,13.0,0,N,0,10.0,0.0,0.0,0.0,14.0
231,2008,1,3,4,927.0,915,1631.0,1620,WN,594,N715SW,244.0,245.0,218.0,11.0,12.0,LAS,PIT,1910,7.0,19.0,0,N,0,,,,,
232,2008,1,3,4,1630.0,1600,23.0,2350,WN,416,N401WN,293.0,290.0,266.0,33.0,30.0,LAS,PVD,2363,4.0,23.0,0,N,0,6.0,0.0,3.0,0.0,24.0
233,2008,1,3,4,1136.0,1120,1852.0,1840,WN,170,N448WN,256.0,260.0,231.0,12.0,16.0,LAS,RDU,2027,6.0,19.0,0,N,0,,,,,
234,2008,1,3,4,1824.0,1725,121.0,45,WN,1509,N403WN,237.0,260.0,222.0,36.0,59.0,LAS,RDU,2027,2.0,13.0,0,N,0,27.0,0.0,0.0,0.0,9.0
235,2008,1,3,4,1716.0,1630,1830.0,1755,WN,239,N267WN,74.0,85.0,60.0,35.0,46.0,LAS,RNO,345,4.0,10.0,0,N,0,11.0,0.0,0.0,0.0,24.0
236,2008,1,3,4,1928.0,1855,2034.0,2015,WN,298,N450WN,66.0,80.0,54.0,19.0,33.0,LAS,RNO,345,4.0,8.0,0,N,0,9.0,0.0,0.0,0.0,10.0
238,2008,1,3,4,1741.0,1730,1905.0,1850,WN,675,N286WN,84.0,80.0,57.0,15.0,11.0,LAS,RNO,345,14.0,13.0,0,N,0,0.0,0.0,4.0,0.0,11.0
239,2008,1,3,4,1609.0,1540,1732.0,1700,WN,709,N428WN,83.0,80.0,55.0,32.0,29.0,LAS,RNO,345,7.0,21.0,0,N,0,26.0,0.0,3.0,0.0,3.0
240,2008,1,3,4,913.0,840,1029.0,955,WN,891,N400WN,76.0,75.0,61.0,34.0,33.0,LAS,RNO,345,3.0,12.0,0,N,0,8.0,0.0,1.0,0.0,25.0
241,2008,1,3,4,2215.0,2200,2334.0,2315,WN,1341,N442WN,79.0,75.0,57.0,19.0,15.0,LAS,RNO,345,4.0,18.0,0,N,0,6.0,0.0,4.0,0.0,9.0
242,2008,1,3,4,2137.0,2040,2251.0,2155,WN,2273,N286WN,74.0,75.0,56.0,56.0,57.0,LAS,RNO,345,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,56.0
244,2008,1,3,4,1100.0,1020,1210.0,1145,WN,2719,N466WN,70.0,85.0,54.0,25.0,40.0,LAS,RNO,345,4.0,12.0,0,N,0,0.0,0.0,1.0,0.0,24.0
245,2008,1,3,4,1313.0,1255,1437.0,1415,WN,3430,N487WN,84.0,80.0,57.0,22.0,18.0,LAS,RNO,345,4.0,23.0,0,N,0,8.0,0.0,4.0,0.0,10.0
246,2008,1,3,4,1415.0,1350,1527.0,1510,WN,3835,N610WN,72.0,80.0,56.0,17.0,25.0,LAS,RNO,345,4.0,12.0,0,N,0,9.0,0.0,0.0,0.0,8.0
248,2008,1,3,4,1348.0,1330,1455.0,1435,WN,341,N315SW,67.0,65.0,51.0,20.0,18.0,LAS,SAN,258,2.0,14.0,0,N,0,8.0,0.0,2.0,0.0,10.0
250,2008,1,3,4,2140.0,2050,2240.0,2150,WN,708,N692SW,60.0,60.0,45.0,50.0,50.0,LAS,SAN,258,3.0,12.0,0,N,0,21.0,0.0,0.0,0.0,29.0
252,2008,1,3,4,1643.0,1625,1751.0,1735,WN,715,N902WN,68.0,70.0,46.0,16.0,18.0,LAS,SAN,258,4.0,18.0,0,N,0,4.0,0.0,0.0,0.0,12.0
253,2008,1,3,4,946.0,940,1045.0,1045,WN,1037,N734SA,59.0,65.0,46.0,0.0,6.0,LAS,SAN,258,2.0,11.0,0,N,0,,,,,
254,2008,1,3,4,1915.0,1905,2016.0,2005,WN,1254,N490WN,61.0,60.0,44.0,11.0,10.0,LAS,SAN,258,4.0,13.0,0,N,0,,,,,
255,2008,1,3,4,1839.0,1740,1945.0,1840,WN,2186,N692SW,66.0,60.0,44.0,65.0,59.0,LAS,SAN,258,4.0,18.0,0,N,0,5.0,0.0,6.0,0.0,54.0
256,2008,1,3,4,2207.0,2125,2307.0,2225,WN,2211,N646SW,60.0,60.0,49.0,42.0,42.0,LAS,SAN,258,3.0,8.0,0,N,0,17.0,0.0,0.0,0.0,25.0
257,2008,1,3,4,1503.0,1425,1604.0,1530,WN,2357,N414WN,61.0,65.0,48.0,34.0,38.0,LAS,SAN,258,3.0,10.0,0,N,0,9.0,0.0,0.0,0.0,25.0
258,2008,1,3,4,1613.0,1515,1727.0,1615,WN,2363,N405WN,74.0,60.0,47.0,72.0,58.0,LAS,SAN,258,3.0,24.0,0,N,0,0.0,0.0,19.0,0.0,53.0
259,2008,1,3,4,2248.0,2155,2346.0,2255,WN,2449,N454WN,58.0,60.0,45.0,51.0,53.0,LAS,SAN,258,3.0,10.0,0,N,0,12.0,0.0,0.0,0.0,39.0
261,2008,1,3,4,1118.0,1110,1225.0,1215,WN,3423,N298WN,67.0,65.0,50.0,10.0,8.0,LAS,SAN,258,3.0,14.0,0,N,0,,,,,
262,2008,1,3,4,1456.0,1445,1920.0,1920,WN,120,N277WN,144.0,155.0,126.0,0.0,11.0,LAS,SAT,1069,4.0,14.0,0,N,0,,,,,
263,2008,1,3,4,2022.0,1935,36.0,5,WN,802,N902WN,134.0,150.0,122.0,31.0,47.0,LAS,SAT,1069,2.0,10.0,0,N,0,23.0,0.0,0.0,0.0,8.0
264,2008,1,3,4,1049.0,1040,1509.0,1510,WN,2113,N350SW,140.0,150.0,127.0,-1.0,9.0,LAS,SAT,1069,4.0,9.0,0,N,0,,,,,
266,2008,1,3,4,1831.0,1810,110.0,45,WN,495,N768SW,219.0,215.0,192.0,25.0,21.0,LAS,SDF,1624,9.0,18.0,0,N,0,18.0,0.0,4.0,0.0,3.0
267,2008,1,3,4,1704.0,1645,1929.0,1930,WN,340,N634SW,145.0,165.0,129.0,-1.0,19.0,LAS,SEA,866,7.0,9.0,0,N,0,,,,,
268,2008,1,3,4,2017.0,2005,2241.0,2245,WN,563,N285WN,144.0,160.0,129.0,-4.0,12.0,LAS,SEA,866,5.0,10.0,0,N,0,,,,,
270,2008,1,3,4,1117.0,1050,1330.0,1330,WN,2465,N431WN,133.0,160.0,119.0,0.0,27.0,LAS,SEA,866,7.0,7.0,0,N,0,,,,,
271,2008,1,3,4,1426.0,1355,1605.0,1530,WN,488,N615SW,99.0,95.0,75.0,35.0,31.0,LAS,SFO,414,3.0,21.0,0,N,0,0.0,0.0,22.0,0.0,13.0
272,2008,1,3,4,1009.0,910,1148.0,1045,WN,619,N491WN,99.0,95.0,76.0,63.0,59.0,LAS,SFO,414,3.0,20.0,0,N,0,0.0,0.0,54.0,0.0,9.0
273,2008,1,3,4,2021.0,1700,2303.0,1835,WN,2005,N302SW,162.0,95.0,73.0,268.0,201.0,LAS,SFO,414,4.0,85.0,0,N,0,192.0,0.0,67.0,0.0,9.0
274,2008,1,3,4,2025.0,1905,2208.0,2040,WN,2788,N602SW,103.0,95.0,88.0,88.0,80.0,LAS,SFO,414,4.0,11.0,0,N,0,0.0,0.0,63.0,0.0,25.0
276,2008,1,3,4,2301.0,2105,59.0,2240,WN,3061,N447WN,118.0,95.0,98.0,139.0,116.0,LAS,SFO,414,4.0,16.0,0,N,0,0.0,0.0,131.0,0.0,8.0
277,2008,1,3,4,1518.0,1215,1646.0,1350,WN,3575,N492WN,88.0,95.0,72.0,176.0,183.0,LAS,SFO,414,4.0,12.0,0,N,0,0.0,0.0,176.0,0.0,0.0
278,2008,1,3,4,1307.0,1235,1432.0,1400,WN,12,N361SW,85.0,85.0,71.0,32.0,32.0,LAS,SJC,386,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,28.0
280,2008,1,3,4,2017.0,1945,2144.0,2105,WN,400,N429WN,87.0,80.0,70.0,39.0,32.0,LAS,SJC,386,4.0,13.0,0,N,0,2.0,0.0,7.0,0.0,30.0
282,2008,1,3,4,2114.0,2040,2241.0,2200,WN,774,N437WN,87.0,80.0,69.0,41.0,34.0,LAS,SJC,386,8.0,10.0,0,N,0,34.0,0.0,7.0,0.0,0.0
283,2008,1,3,4,1605.0,1520,1739.0,1645,WN,783,N306SW,94.0,85.0,68.0,54.0,45.0,LAS,SJC,386,5.0,21.0,0,N,0,10.0,0.0,9.0,0.0,35.0
286,2008,1,3,4,1734.0,1655,1857.0,1820,WN,3844,N446WN,83.0,85.0,66.0,37.0,39.0,LAS,SJC,386,5.0,12.0,0,N,0,9.0,0.0,0.0,0.0,28.0
287,2008,1,3,4,1139.0,1100,1408.0,1320,WN,161,N455WN,89.0,80.0,54.0,48.0,39.0,LAS,SLC,368,6.0,29.0,0,N,0,39.0,0.0,9.0,0.0,0.0
288,2008,1,3,4,2104.0,1905,2314.0,2120,WN,415,N395SW,70.0,75.0,58.0,114.0,119.0,LAS,SLC,368,2.0,10.0,0,N,0,25.0,0.0,0.0,0.0,89.0
289,2008,1,3,4,919.0,830,1132.0,1050,WN,643,N756SA,73.0,80.0,55.0,42.0,49.0,LAS,SLC,368,4.0,14.0,0,N,0,3.0,0.0,0.0,0.0,39.0
290,2008,1,3,4,2113.0,2050,2328.0,2305,WN,1166,N351SW,75.0,75.0,58.0,23.0,23.0,LAS,SLC,368,3.0,14.0,0,N,0,4.0,0.0,0.0,0.0,19.0
291,2008,1,3,4,1712.0,1555,1935.0,1820,WN,1585,N766SW,83.0,85.0,62.0,75.0,77.0,LAS,SLC,368,4.0,17.0,0,N,0,0.0,0.0,6.0,0.0,69.0
292,2008,1,3,4,1419.0,1355,1627.0,1615,WN,1660,N613SW,68.0,80.0,55.0,12.0,24.0,LAS,SLC,368,2.0,11.0,0,N,0,,,,,
293,2008,1,3,4,2242.0,2140,54.0,2355,WN,2533,N385SW,72.0,75.0,55.0,59.0,62.0,LAS,SLC,368,4.0,13.0,0,N,0,0.0,0.0,10.0,0.0,49.0
295,2008,1,3,4,1949.0,1910,2110.0,2035,WN,94,N715SW,81.0,85.0,66.0,35.0,39.0,LAS,SMF,397,5.0,10.0,0,N,0,25.0,0.0,0.0,0.0,10.0
296,2008,1,3,4,1409.0,1350,1539.0,1520,WN,584,N324SW,90.0,90.0,74.0,19.0,19.0,LAS,SMF,397,6.0,10.0,0,N,0,19.0,0.0,0.0,0.0,0.0
298,2008,1,3,4,1821.0,1730,1946.0,1855,WN,641,N626SW,85.0,85.0,67.0,51.0,51.0,LAS,SMF,397,6.0,12.0,0,N,0,9.0,0.0,0.0,0.0,42.0
299,2008,1,3,4,916.0,905,1046.0,1035,WN,2121,N632SW,90.0,90.0,68.0,11.0,11.0,LAS,SMF,397,4.0,18.0,0,N,0,,,,,
300,2008,1,3,4,1134.0,1115,1302.0,1250,WN,2622,N445WN,88.0,95.0,66.0,12.0,19.0,LAS,SMF,397,5.0,17.0,0,N,0,,,,,
301,2008,1,3,4,1527.0,1515,1648.0,1645,WN,3053,N418WN,81.0,90.0,68.0,3.0,12.0,LAS,SMF,397,4.0,9.0,0,N,0,,,,,
302,2008,1,3,4,2115.0,2100,2236.0,2225,WN,3862,N640SW,81.0,85.0,64.0,11.0,15.0,LAS,SMF,397,4.0,13.0,0,N,0,,,,,
305,2008,1,3,4,1917.0,1820,2014.0,1925,WN,433,N264LV,57.0,65.0,40.0,49.0,57.0,LAS,SNA,226,7.0,10.0,0,N,0,16.0,0.0,0.0,0.0,33.0
306,2008,1,3,4,1125.0,1010,1224.0,1110,WN,1016,N765SW,59.0,60.0,45.0,74.0,75.0,LAS,SNA,226,5.0,9.0,0,N,0,9.0,0.0,0.0,0.0,65.0
309,2008,1,3,4,1143.0,1050,1641.0,1600,WN,773,N472WN,178.0,190.0,151.0,41.0,53.0,LAS,STL,1372,3.0,24.0,0,N,0,2.0,0.0,0.0,0.0,39.0
310,2008,1,3,4,1558.0,1530,2049.0,2040,WN,1050,N212WN,171.0,190.0,150.0,9.0,28.0,LAS,STL,1372,4.0,17.0,0,N,0,,,,,
311,2008,1,3,4,1940.0,1855,29.0,2355,WN,1583,N600WN,169.0,180.0,157.0,34.0,45.0,LAS,STL,1372,3.0,9.0,0,N,0,22.0,0.0,0.0,0.0,12.0
312,2008,1,3,4,1820.0,1725,112.0,35,WN,3403,N737JW,232.0,250.0,217.0,37.0,55.0,LAS,TPA,1984,5.0,10.0,0,N,0,29.0,0.0,0.0,0.0,8.0
313,2008,1,3,4,1143.0,1035,1621.0,1505,WN,574,N314SW,158.0,150.0,126.0,76.0,68.0,LAS,TUL,1076,3.0,29.0,0,N,0,0.0,0.0,14.0,0.0,62.0
314,2008,1,3,4,2211.0,2115,17.0,2330,WN,486,N264LV,66.0,75.0,53.0,47.0,56.0,LAS,TUS,365,4.0,9.0,0,N,0,5.0,0.0,0.0,0.0,42.0
315,2008,1,3,4,1821.0,1725,2032.0,1940,WN,637,N342SW,71.0,75.0,56.0,52.0,56.0,LAS,TUS,365,4.0,11.0,0,N,0,24.0,0.0,0.0,0.0,28.0
317,2008,1,3,4,1341.0,1320,1556.0,1535,WN,1918,N267WN,75.0,75.0,55.0,21.0,21.0,LAS,TUS,365,3.0,17.0,0,N,0,8.0,0.0,0.0,0.0,13.0
318,2008,1,3,4,2108.0,2030,2313.0,2240,WN,3142,N446WN,65.0,70.0,53.0,33.0,38.0,LAS,TUS,365,4.0,8.0,0,N,0,8.0,0.0,0.0,0.0,25.0
319,2008,1,3,4,1118.0,1050,1333.0,1305,WN,3572,N489WN,75.0,75.0,54.0,28.0,28.0,LAS,TUS,365,3.0,18.0,0,N,0,0.0,0.0,0.0,0.0,28.0
320,2008,1,3,4,1735.0,1710,2010.0,1955,WN,230,N364SW,95.0,105.0,81.0,15.0,25.0,LAX,ABQ,677,4.0,10.0,0,N,0,0.0,0.0,4.0,0.0,11.0
321,2008,1,3,4,2105.0,2025,2342.0,2310,WN,361,N690SW,97.0,105.0,82.0,32.0,40.0,LAX,ABQ,677,6.0,9.0,0,N,0,0.0,0.0,11.0,0.0,21.0
322,2008,1,3,4,1328.0,1315,1611.0,1600,WN,397,N424WN,103.0,105.0,80.0,11.0,13.0,LAX,ABQ,677,18.0,5.0,0,N,0,,,,,
324,2008,1,3,4,1024.0,1015,1504.0,1505,WN,304,N326SW,160.0,170.0,148.0,-1.0,9.0,LAX,AUS,1242,5.0,7.0,0,N,0,,,,,
326,2008,1,3,4,1632.0,1540,2207.0,2125,WN,1107,N708SA,215.0,225.0,203.0,42.0,52.0,LAX,BNA,1797,4.0,8.0,0,N,0,0.0,0.0,18.0,0.0,24.0
327,2008,1,3,4,1327.0,1255,1902.0,1840,WN,1324,N249WN,215.0,225.0,200.0,22.0,32.0,LAX,BNA,1797,4.0,11.0,0,N,0,10.0,0.0,0.0,0.0,12.0
328,2008,1,3,4,1330.0,1320,1609.0,1615,WN,330,N236WN,99.0,115.0,86.0,-6.0,10.0,LAX,ELP,714,3.0,10.0,0,N,0,,,,,
329,2008,1,3,4,1925.0,1735,2201.0,2025,WN,1671,N684WN,96.0,110.0,85.0,96.0,110.0,LAX,ELP,714,3.0,8.0,0,N,0,5.0,0.0,0.0,0.0,91.0
330,2008,1,3,4,1005.0,945,1250.0,1235,WN,2635,N335SW,105.0,110.0,88.0,15.0,20.0,LAX,ELP,714,3.0,14.0,0,N,0,7.0,0.0,0.0,0.0,8.0
332,2008,1,3,4,1742.0,1625,2231.0,2125,WN,528,N496WN,169.0,180.0,157.0,66.0,77.0,LAX,HOU,1390,4.0,8.0,0,N,0,11.0,0.0,0.0,0.0,55.0
334,2008,1,3,4,2020.0,1935,109.0,35,WN,3394,N667SW,169.0,180.0,159.0,34.0,45.0,LAX,HOU,1390,3.0,7.0,0,N,0,6.0,0.0,0.0,0.0,28.0
335,2008,1,3,4,1501.0,1425,1554.0,1530,WN,416,N401WN,53.0,65.0,41.0,24.0,36.0,LAX,LAS,236,4.0,8.0,0,N,0,18.0,0.0,0.0,0.0,6.0
336,2008,1,3,4,1205.0,1135,1313.0,1240,WN,479,N622SW,68.0,65.0,47.0,33.0,30.0,LAX,LAS,236,3.0,18.0,0,N,0,16.0,0.0,3.0,0.0,14.0
337,2008,1,3,4,1652.0,1640,1748.0,1745,WN,495,N768SW,56.0,65.0,41.0,3.0,12.0,LAX,LAS,236,8.0,7.0,0,N,0,,,,,
338,2008,1,3,4,922.0,855,1102.0,1000,WN,574,N314SW,100.0,65.0,44.0,62.0,27.0,LAX,LAS,236,4.0,52.0,0,N,0,13.0,0.0,35.0,0.0,14.0
339,2008,1,3,4,1835.0,1740,1931.0,1840,WN,1004,N676SW,56.0,60.0,42.0,51.0,55.0,LAX,LAS,236,6.0,8.0,0,N,0,0.0,0.0,4.0,0.0,47.0
340,2008,1,3,4,1027.0,1015,1151.0,1120,WN,1079,N351SW,84.0,65.0,43.0,31.0,12.0,LAX,LAS,236,22.0,19.0,0,N,0,11.0,0.0,19.0,0.0,1.0
343,2008,1,3,4,1910.0,1845,2026.0,1950,WN,2021,N499WN,76.0,65.0,42.0,36.0,25.0,LAX,LAS,236,25.0,9.0,0,N,0,7.0,0.0,11.0,0.0,18.0
345,2008,1,3,4,2109.0,2100,2212.0,2205,WN,2202,N758SW,63.0,65.0,41.0,7.0,9.0,LAX,LAS,236,4.0,18.0,0,N,0,,,,,
346,2008,1,3,4,2237.0,2140,2335.0,2245,WN,2454,N352SW,58.0,65.0,47.0,50.0,57.0,LAX,LAS,236,3.0,8.0,0,N,0,3.0,0.0,0.0,0.0,47.0
347,2008,1,3,4,2025.0,1955,2120.0,2055,WN,2809,N335SW,55.0,60.0,43.0,25.0,30.0,LAX,LAS,236,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,25.0
348,2008,1,3,4,1423.0,1335,1519.0,1440,WN,3144,N272WN,56.0,65.0,42.0,39.0,48.0,LAX,LAS,236,5.0,9.0,0,N,0,11.0,0.0,0.0,0.0,28.0
349,2008,1,3,4,1337.0,1310,1825.0,1825,WN,321,N742SW,168.0,195.0,154.0,0.0,27.0,LAX,MCI,1363,5.0,9.0,0,N,0,,,,,
350,2008,1,3,4,1142.0,1125,1626.0,1640,WN,1668,N262WN,164.0,195.0,156.0,-14.0,17.0,LAX,MCI,1363,3.0,5.0,0,N,0,,,,,
351,2008,1,3,4,1928.0,1835,22.0,2345,WN,2208,N632SW,174.0,190.0,159.0,37.0,53.0,LAX,MCI,1363,6.0,9.0,0,N,0,17.0,0.0,0.0,0.0,20.0
353,2008,1,3,4,1713.0,1625,2242.0,2215,WN,108,N550WN,209.0,230.0,192.0,27.0,48.0,LAX,MDW,1750,7.0,10.0,0,N,0,5.0,0.0,0.0,0.0,22.0
355,2008,1,3,4,1255.0,1240,1825.0,1835,WN,245,N730SW,210.0,235.0,201.0,-10.0,15.0,LAX,MDW,1750,4.0,5.0,0,N,0,,,,,
356,2008,1,3,4,1453.0,1445,2130.0,2040,WN,771,N486WN,277.0,235.0,202.0,50.0,8.0,LAX,MDW,1750,64.0,11.0,0,N,0,0.0,0.0,42.0,0.0,8.0
357,2008,1,3,4,1001.0,945,1550.0,1540,WN,1014,N494WN,229.0,235.0,201.0,10.0,16.0,LAX,MDW,1750,21.0,7.0,0,N,0,,,,,
359,2008,1,3,4,1831.0,1755,1.0,2350,WN,3588,N732SW,210.0,235.0,195.0,11.0,36.0,LAX,MDW,1750,6.0,9.0,0,N,0,,,,,
360,2008,1,3,4,1030.0,1000,1142.0,1115,WN,184,N473WN,72.0,75.0,62.0,27.0,30.0,LAX,OAK,337,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,27.0
361,2008,1,3,4,2004.0,1900,2127.0,2015,WN,303,N683SW,83.0,75.0,66.0,72.0,64.0,LAX,OAK,337,4.0,13.0,0,N,0,0.0,0.0,13.0,0.0,59.0
362,2008,1,3,4,923.0,900,1114.0,1015,WN,418,N631SW,111.0,75.0,63.0,59.0,23.0,LAX,OAK,337,4.0,44.0,0,N,0,0.0,0.0,36.0,0.0,23.0
363,2008,1,3,4,1419.0,1400,1534.0,1515,WN,420,N268WN,75.0,75.0,65.0,19.0,19.0,LAX,OAK,337,4.0,6.0,0,N,0,12.0,0.0,0.0,0.0,7.0
364,2008,1,3,4,1522.0,1500,1638.0,1615,WN,430,N752SW,76.0,75.0,65.0,23.0,22.0,LAX,OAK,337,5.0,6.0,0,N,0,7.0,0.0,1.0,0.0,15.0
365,2008,1,3,4,1803.0,1730,1933.0,1845,WN,440,N720WN,90.0,75.0,67.0,48.0,33.0,LAX,OAK,337,5.0,18.0,0,N,0,6.0,0.0,15.0,0.0,27.0
366,2008,1,3,4,2146.0,2100,2304.0,2215,WN,724,N342SW,78.0,75.0,65.0,49.0,46.0,LAX,OAK,337,4.0,9.0,0,N,0,0.0,0.0,3.0,0.0,46.0
367,2008,1,3,4,2001.0,1930,2118.0,2045,WN,810,N648SW,77.0,75.0,64.0,33.0,31.0,LAX,OAK,337,4.0,9.0,0,N,0,0.0,0.0,2.0,0.0,31.0
368,2008,1,3,4,1827.0,1800,1945.0,1915,WN,829,N476WN,78.0,75.0,63.0,30.0,27.0,LAX,OAK,337,4.0,11.0,0,N,0,0.0,0.0,3.0,0.0,27.0
369,2008,1,3,4,1904.0,1830,2019.0,1945,WN,1026,N224WN,75.0,75.0,64.0,34.0,34.0,LAX,OAK,337,6.0,5.0,0,N,0,0.0,0.0,0.0,0.0,34.0
370,2008,1,3,4,1450.0,1430,1607.0,1545,WN,1032,N489WN,77.0,75.0,64.0,22.0,20.0,LAX,OAK,337,5.0,8.0,0,N,0,0.0,0.0,2.0,0.0,20.0
371,2008,1,3,4,1722.0,1700,1836.0,1815,WN,1061,N422WN,74.0,75.0,63.0,21.0,22.0,LAX,OAK,337,4.0,7.0,0,N,0,4.0,0.0,0.0,0.0,17.0
372,2008,1,3,4,1820.0,1630,1943.0,1745,WN,1135,N304SW,83.0,75.0,71.0,118.0,110.0,LAX,OAK,337,4.0,8.0,0,N,0,0.0,0.0,8.0,3.0,107.0
374,2008,1,3,4,1623.0,1600,1753.0,1715,WN,1168,N361SW,90.0,75.0,70.0,38.0,23.0,LAX,OAK,337,13.0,7.0,0,N,0,0.0,0.0,15.0,0.0,23.0
375,2008,1,3,4,2008.0,2000,2136.0,2115,WN,1414,N402WN,88.0,75.0,67.0,21.0,8.0,LAX,OAK,337,5.0,16.0,0,N,0,5.0,0.0,13.0,0.0,3.0
378,2008,1,3,4,808.0,800,921.0,915,WN,2639,N693SW,73.0,75.0,62.0,6.0,8.0,LAX,OAK,337,3.0,8.0,0,N,0,,,,,
379,2008,1,3,4,1206.0,1200,1328.0,1315,WN,3655,N465WN,82.0,75.0,63.0,13.0,6.0,LAX,OAK,337,4.0,15.0,0,N,0,,,,,
381,2008,1,3,4,1609.0,1600,1819.0,1815,WN,90,N609SW,70.0,75.0,56.0,4.0,9.0,LAX,PHX,370,5.0,9.0,0,N,0,,,,,
382,2008,1,3,4,1811.0,1725,2016.0,1940,WN,109,N269WN,65.0,75.0,52.0,36.0,46.0,LAX,PHX,370,6.0,7.0,0,N,0,5.0,0.0,0.0,0.0,31.0
385,2008,1,3,4,1851.0,1830,2059.0,2045,WN,314,N229WN,68.0,75.0,59.0,14.0,21.0,LAX,PHX,370,3.0,6.0,0,N,0,,,,,
386,2008,1,3,4,2020.0,1905,2225.0,2115,WN,386,N718SW,65.0,70.0,56.0,70.0,75.0,LAX,PHX,370,4.0,5.0,0,N,0,0.0,0.0,0.0,0.0,70.0
